text,labels
"French Authorities Blame Attack by Muslim Shouting, ""Allahu Akbar"" on ""Excitement""

Over-excitement is a serious problem in the Muslim world",has_propaganda
"
Pompeo favors increased U",no_propaganda
"
But Orbán’s defense of conservative values has led to breaking ties with Soros, whom he now criticizes as a foreigner meddling in his country’s affairs",no_propaganda
"Conspiracy Theorists Seize on Mesa Man Who Sold Ammo to Las Vegas Shooter

Thanks to crackpots online, a Mesa man has become embroiled in conspiracy theories after he sold ammunition to the Las Vegas mass shooter",has_propaganda
"
take our poll - story continues below
Whom do you consider to be the most corrupt Democrat Politician?
Whom do you consider to be the most corrupt Democrat Politician?
Whom do you consider to be the most corrupt Democrat Politician?
* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
Email *
Comments This field is for validation purposes and should be left unchanged",no_propaganda
"
The most downloads came from Spain, followed by the U",no_propaganda
"
Ford did well enough that during the break between her testimony and Kavanaugh’s, commentators on Fox News such as Brit Hume and Andrew Napolitano were openly musing about the nominee withdrawing, opinions that were sharply reversed after the nominee completed his testimony hours later",no_propaganda
"The Left’s Show Trial for Kavanaugh

Two more women accusing Judge Brett Kavanaugh of dubious improprieties materialized out of thin air late Sunday, throwing Senate Republicans’ hope of finally confirming the Supreme Court nominee this week even more into doubt",has_propaganda
"
At the Hammonds’ original sentencing, the judge noted that they are respected in the community and that imposing the mandatory minimum, 5-year prison sentence would “shock the conscience” and be “grossly disproportionate to the severity” of their conduct",has_propaganda
"
And in case anyone was wondering what will happen next, the same advice said to keep on lying after you’re caught",no_propaganda
"
Orban's border wall virtually eliminated illegal immigration",no_propaganda
"
“Dirty Bomber” Jose Padilla was a student of Shafayat Mohamed’s at Darul Uloom",has_propaganda
"”
Sen",no_propaganda
"
In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that",has_propaganda
"
The CIA’s ground?
“National security” of course, the two most important and meaningless words in the American political lexicon",no_propaganda
"
""This country is being ripped apart here, and we've got to make sure we do due diligence,"" Flake said",has_propaganda
"
Lest there be any doubt about the secret agenda and outcome of this Synod, Cardinal Baldisseri raises the exclusion rainbow flag",no_propaganda
"
Nothing done in Helsinki made life easier for the Putin regime in its continued economic decay and diplomatic isolation due to the sanctions regime",no_propaganda
"
Even when government schools are not intentionally promoting cultural Marxism or other left-wing ideologies, they are still implicitly biased toward big government",no_propaganda
"”
“It’s a hoax, beyond a witch hunt,” Trump said",has_propaganda
"
Only when the victims went public with their accusations in 2010 did the Vatican launch an investigation that led to Karadima being removed from ministry",no_propaganda
"Former Apostolic Nuncio to the United States Accuses Pope of McCarrick Cover-up, Calls on Francis to Resign

In this tragic moment for the Church in various parts of the world — the United States, Chile, Honduras, Australia, etc",has_propaganda
"
Looks like they’re already starting to deploy troops at the border",no_propaganda
"
Turkish officials have described — but have not released — what they say are audio and video recordings that show the 60-year-old contributor to the Washington Post opinion pages was interrogated, tortured and killed by Saudi intelligence officers inside the consulate",has_propaganda
"Apparently, They Think We are Fools

As Pope Francis continues his five-year-long tirade against the imaginary Catholic Pharisees who defend the Church’s teaching on the indissolubility of marriage and the integrally related Eucharistic discipline—he is still at it as of yesterday (January 9)—he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment",has_propaganda
"
Court documents show Patel began saying in late 2016 that he did not actually support the Islamic State",no_propaganda
"
Marx’s idea “truly seems sacrilegious” and “ignores the clear Revelation of God,” Cordes wrote in a response on kath",has_propaganda
"
And while Orban is right that these are 'economic migrants,' they are also 'Muslim invaders",no_propaganda
"
According to Fox News, Saucier’s federal lawsuit alleges that the United States government was “overzealous” in prosecuting him for “mishandling classified information” while going easy on former Secretary of State Hillary Clinton for more serious violations of the same law",has_propaganda
"

",no_propaganda
"""
While some don't believe that Trump's base is all that energized, it seems pretty energetic to me and attacks on conservatives on social media and in search engine results have only furthered their outrage at the establishment, both Democrat and Republican",has_propaganda
"
But the 7-year-old is also a huge fan of the weekly Bible course at Princeton Primary, his public elementary school",has_propaganda
"
Trump knew perfectly well that he could not destroy all of North Korea’s deeply buried nuclear-armed missiles, and, in spite of his huffing and puffing, had no stomach for an invasion of North Korea that could cost the US an estimated 250,000 casualties",no_propaganda
"
Get The Times of Israel's Daily Edition by email and never miss our top stories Free Sign Up
But a judge requested a second series of tests, which determined that the Malian immigrant was not able to stand trial, 20 Minutes reported Wednesday",no_propaganda
"
Pamela Geller and I are banned from entering the country for the crime of telling the truth about Islam and jihad",no_propaganda
"”
Kavanaugh’s friend, who has not been identified, did not outright deny the woman’s claims but told the New Yorker he has “no recollection of that",no_propaganda
"
She was there as a presenter at the Middle East Institute after a speech by Hanan Ashrawi",no_propaganda
"
According to Breitbart, “Sellner, who described the detention centre as looking akin to a typical American prison, said he was told by authorities that his speaking at Hyde Park could cause violence and disrupt community cohesion",has_propaganda
"
But this report of 2009 shows a clear picture of a Roman congregation determined to see the revolution through to its inevitable conclusion",no_propaganda
"
And then he talked to the Daily Caller again",no_propaganda
"
A third evaluation will follow before the court finally reaches a decision",no_propaganda
"
The question is how many more are there?
And that's part of why Spygate is happening",has_propaganda
"
So, is the Ebola virus reaching a terrifying enough level that an experimental vaccine is warranted?
The death toll has reached 26 and the vaccine will be rolled out at Mbandaka, the north-western city of 1",has_propaganda
"
Looks like when you are so gung ho to go after someone based on 36-year-old allegations in which there are no witnesses and no evidence, it will eventually come back to bite you",has_propaganda
"
However, the Inspector General left the door open to the possibility that political bias did indeed play a role, as his current investigation in the Russia-Collusion probe of the FBI and the DOJ could reveal new evidence to damn the FBI’s Obama era leadership",has_propaganda
"
The Pope couldn’t resist an anti-Semitic shot at Israeli “occupation,” but he also seemed to denounce Islamic jihad activity, saying: “So many conflicts have been stoked too by forms of fundamentalism and fanaticism that, under the guise of religion, have profaned God’s name – which is peace – and persecuted age-old neighbors",has_propaganda
"
Fox News further reported that a source familiar with the timing of the declassification told the media outlet that they expected the Carter Page warrant application to be declassified first, followed by the FBI reports on agent interviews with Ohr",no_propaganda
 officials and reporting them as proven fact — and nothing exemplifies this penchant better than reporting on the Gulf of Tonkin incident — perhaps one of most flagrant lies ever dreamed up as a justification for war,has_propaganda
"
Not of Jewish nationhood itself",no_propaganda
"
Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret",has_propaganda
"
For decades, and based on U",no_propaganda
"""
A legal transaction
But in the end, Treasury officials concluded that the transaction was legal",no_propaganda
"

Seventeen people were killed at Marjory Stoneman Douglas High School in Parkland, Florida, on 14 February",no_propaganda
"
""I learned he's a very talented man",no_propaganda
"

Editor's Note: The Remnant has lunched its own #StopTheSynod petition, for those who would rather not go to Change",no_propaganda
"
“We were shocked to see this video and certainly don’t condone this type of customer behavior in our restaurants,"" the company said",has_propaganda
"
But after a while, the Nazis discovered that there were groups of Jews calling for the establishment of a state",no_propaganda
"
Justice is overdue for Dwight and Steven Hammond, both of whom are entirely deserving of these Grants of Executive Clemency",no_propaganda
"co/MC4Tlvy9gi — Marco Rubio (@marcorubio) November 15, 2018
Naples Daily News:
A day after Florida’s election left top state races too close to call, a Democratic party leader directed staffers and volunteers to share altered election forms with voters to fix signature problems on absentee ballots after the state’s deadline",no_propaganda
"
While the 69-year-old Jewish man (wearing a kippah on his head) was coming out of the synagogue, heading for a bakery near 17 rue Pelleport in Paris 20 th, he was attacked by a 19-year-old man, of North African descent, who hit him on the body and on the head, knocked down, pulled by the hair and beaten while shouting ""Allah Akbar""",has_propaganda
"Ex-Muslim Catholics to Pope Francis: “Naiveté in the face of Islam is suicidal and very dangerous”

“Many ex-Muslims, such as Magdi Allam, are even leaving the Church, disgusted by her cowardice, wounded by equivocal gestures, confused by the lack of evangelization, scandalized by the praise given to Islam",has_propaganda
"” Whether Benedict actually wrote this letter or not, it gives rise to a number of grave questions that need to be answered rather urgently before history closes the book on this commedia diabolica",has_propaganda
"Not So Fast

It’s got to be either one of the stupidest acts that I can recall or a very wicked plan by Washington neocons to sabotage Korean peace talks",has_propaganda
"
However, it's being reported that Powell is ""not interested"" in the post, which is a good thing for Americans",has_propaganda
"
take our poll - story continues below
Completing this poll grants you access to Freedom Outpost updates free of charge",no_propaganda
"MAJOR NEW STUDY: Homeschooling Spikes Due to School Violence, Far-Left Bias

According to a 33-year-long study conducted by the National Home Education Research Institute in Oregon, the top three reasons that parents choose homeschooling are a desire to provide religious instruction or different values than those offered in public schools; dissatisfaction with the academic curriculum, and worries about the school environment",has_propaganda
"
“Despite claims by some that these are “strobes” it remains unlikely that this is the case, especially when you consider other footage of the helicopter taken on the night as well as research by a group of investigators who believe the first attack on October 1st was carried out from the air",has_propaganda
"
Ambassador Nikki Haley comes is devastating",has_propaganda
"
His exoneration is a complete travesty of justice",no_propaganda
"
This is clearly a set-up (Christine Ford is also a far-left Democrat operative) designed to derail the nomination of a good man",has_propaganda
"
We're talking ARs, 1911s and a host of other guns",no_propaganda
"” “During that interval, I must meet someone that I know but have not seen in a very long time, and would never expect to see in Rome at this time",no_propaganda
"Congressman: ""Credible Evidence"" Of “Terrorist Infiltration Through the Southern Border” Related To Las Vegas Shooting

We have had the Islamic State claim over and over that they were taking credit for the mass shooting that took place in Las Vegas on October 1, 2017, and that Stephen Paddock was a recent convert to Islam",no_propaganda
"
https://t",no_propaganda
"Evidence shows Pope Francis is a ‘principal in a cover-up’ of clergy sex-abuse in Chile: Expert

NewsCatholic Church
WASHINGTON, D",has_propaganda
"
Bishop Thomas Tobin of Providence RI, - nicknamed the “Good Tobin” in contrast to the “Bad Tobin” and FrancisCardinal, Joseph Tobin of Newark – got quite an earful when he tweeted the other day, “Despite the egregious offenses of a few, and despite the faults and sins we all have, I’m very proud of my brother bishops and I admire and applaud the great work they do everyday for Christ and His Church",has_propaganda
"
My own feeling is that there is a great deal of collusion between the Australian, the British and the US governments–meant to close down WikiLeaks completely and/or deliver Julian Assange to the Americans",no_propaganda
"
The left-wing curriculum and common core are also driving parents to remove their children from public schools",no_propaganda
"The Death Penalty, Instituted by God Himself (The Biblical Basis for Catholic Teaching on Capital Punishment)

TO ARGUE AGAINST THE DEATH PENALTY is to contend with constituted reality",has_propaganda
"
It took a matter of hours for the brave defenders of the status quo to leap into action against the mild Franciscan friar’s polite plea to Pope Francis to defend the Catholic Faith and faithful",has_propaganda
"
Secretary of state Mike Pompeo met with Chinese foreign minister Wang Yi in Washington on Wednesday",no_propaganda
"From Bad To Worse?
Tillerson Out – CIA Director Pompeo In At State Dept – Gina Haspel As Head Of CIA

From Bad To Worse?
Tillerson Out – CIA Director Pompeo In At State Dept – Gina Haspel As Head Of CIA
Please help support us with cryptocurrency donations",has_propaganda
"
Investigators have drawn theories including that were targeted by sonic attacks, where the symptoms included dizziness, headaches and vomiting",has_propaganda
"com | Twitter: grayhamilton

",no_propaganda
"
The Best of Eric Margolis

",no_propaganda
"
“I have never met Julian Assange or anyone connected to him,” Manafort said",has_propaganda
"Former Head of DNC Aided & Abetted Muslim IT Spy, Imran Awan

One of the biggest stories of 2017 and 2018 is being ignored by the mainstream media and we all know why that is",has_propaganda
"
Release the records",no_propaganda
" government not treason?
Other Presidents have been incompetent, corrupt, dishonest, but which has committed treason on a scale to rival the treason of Barack Obama?
The Iranians also operate a global network of jihad terror organizations, one of which, Hizballah, is quite active in Mexico now, with the obvious ultimate intention of crossing the border and committing jihad massacres of Americans",has_propaganda
" Also, it’s very important to fulfill the Sunday Mass obligation, and as everyone knows, one can’t possibly go to Mass on a Sunday without receiving Communion",no_propaganda
"”
Given his long experience witnessing the church’s inertia on the issue, Saviano said, he has set his expectations at rock bottom",has_propaganda
"
The spread of Ebola from a rural area to Mbandaka has raised alarm as Ebola can spread more quickly in urban centers",has_propaganda
"
This is another case of Kavanaugh Derangement Syndrome",no_propaganda
"
More courses study ‘Islam' than ‘Christianity' (34)",no_propaganda
"
But this ridiculous exercise in virtue-signaling, even though it has not (yet) been taken up by the Home Office, only highlights Britain’s hypocrisy and double standards regarding who can enter the country and who cannot",has_propaganda
"French Jewish woman’s killer found unfit to stand trial in 2nd evaluation

The suspect in the alleged murder of a Jewish physician in Paris was not responsible for his actions, a second psychiatric evaluation has determined, contradicting an earlier assessment",has_propaganda
"
Note that this is a net figure",no_propaganda
"
However, Dr Toby Heys told the New Scientist in 2017 that an infrasound attack wouldn't be ""very covert"" as a ""large array of subwoofers"" would be needed",has_propaganda
"Number Of Puerto Rico Residents Without Clean Water And Electricity Keeps Rising

In the wake of Hurricane Maria’s wrath, Puerto Rico remains devastated",has_propaganda
" 

To begin with, Trump has outsourced his judicial nominations to outside, party-aligned groups, the Heritage Foundation and the Federalist Society",no_propaganda
"

",no_propaganda
"
If they are aware that the Church has upheld from Apostolic times the right to use force in self-defense, to kill in a just war and to inflict the death penalty on those duly judged guilty of serious crime, they now apparently subscribe to the notion propagated by Dei Verbum at the Second Vatican Council that the unchanging Catholic “tradition which comes from the Apostles” actually “develops in the Church” and keeps pace with changing times (II,8)",no_propaganda
"
ADVANTAGE NATIVE-BORN",has_propaganda
"
Special FBI agent Peter Stzrok and Lisa Page, an attorney who has since left the FBI, were targeted in this report for their blatantly anti-Trump text messages",has_propaganda
"
Hence the widespread virtue-signaling on the part even of conservative writers who preface their comments about Ford and Ramirez with prologues full of truisms about how horrible sexual assault is, how its self-proclaimed victims “must be heard,” and how churlish and sexist it is to question the truth of any charge",no_propaganda
"
Now there's once again talk of moving Dina Powell in",no_propaganda
"
Possible Solutions: Two convents intend to amalgamate",no_propaganda
"
The concealment of those interrogation tapes, which violated multiple court orders as well as the demands of the 9/11 commission and the advice of White House lawyers, was condemned as “obstruction” by commission chairs Lee Hamilton and Thomas Keane",no_propaganda
"
There has always been a so-called mainstream which really comes down to great power in media",no_propaganda
"
Trump ordered the “immediate declassification” of “pages 10-12 and 17-34 of the June 2017 application to the FISA court in the matter of Carter W",no_propaganda
"

",no_propaganda
"
The Hammonds are multi-generation cattle ranchers in Oregon imprisoned in connection with a fire that leaked onto a small portion of neighboring public grazing land",has_propaganda
"

",no_propaganda
 officials and reporting them as proven fact — and nothing exemplifies this penchant better than reporting on the Gulf of Tonkin incident — perhaps one of most flagrant lies ever dreamed up as a justification for war,has_propaganda
"
Weinandy’s letter, sent to Francis privately last summer but predictably ignored by him—along with every other private entreaty concerning his destructive activity—is a withering indictment of a papacy that constitutes nothing less than a menace to the Church",has_propaganda
"Has Trump Opened the Door?

Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al",has_propaganda
" )
With the hindsight of 52 years and a great deal of very dirty and unappealing water under the Catholic bridge, we can see it as a kind of warning prophecy",has_propaganda
"
A former administration official told CNN that reports suggesting they were planning to restore Iran's access to the US financial system ""were absolutely false,"" that the license was ""totally in line with our well-known obligations under the deal",has_propaganda
"
Those conflicts, mostly centred on migration since people fleeing war and poverty in the Middle East and Africa flooded into Europe in 2015, have intensified as the elections approach and Orban poses as a saviour of Europe's Christian nations",has_propaganda
"
President Donald Trump took to Twitter Wednesday to call on his Attorney General Jeff Sessions to shut down special counsel Robert Mueller’s investigation into Russian interference in the 2016 election",no_propaganda
