text,labels
Obama Told Americans That Their Freedom Is Over And,fake
"Obama To UN: ‘Giving Up Liberty, Enhances Security In America…’",real
Reporters' FLEE When Clintons Get EXPOSED!,fake
US builds working theory on cause of Syrian airstrike,real
"CHAOS! NC Protest MOB Ambushes Female Truck Driver, Loots Truck, Sets Cargo On Fire – No One Helps!?",real
Bobby Knight: Nobody can 'correct mistakes' like Trump,real
"Georgia poll: Donald Trump, Hillary Clinton in tight race",real
No WAY! Liberal Judge Just Made A Law For Black Males To Do This DISGUSTING Thing To Cops,fake
Emmy Host Kimmel Calls Out Dude Who Made Trump A Reality TV Star For Helping Destroy America,real
Changing Your Baby's Diaper Is Now A Sex Crime In Arizona,fake
Topics for first presidential debate announced,real
2016 presidential race tightens in Florida,real
Obama’s Speech In New York Shocks Americans When He Says THIS About Attacks!,fake
Hillary Clinton on police shootings: 'too many people have lost their lives who shouldn't have',real
Hillary's DEAD!?!? Brand New Theory Has Serious PROOF,fake
Kaine visits site of Orlando mass shooting,real
Fast Food CEO Threatens To Fire Everyone If A Democrat Wins The Presidency,fake
Bill And Hillary Clinton Have A MAJOR AIDS Scandal!,fake
"Clinton: Tulsa shooting 'unbearable,' should be 'intolerable'",real
10 Moments That Mattered From Hillary Clinton and Donald Trump's First Debate,real
Is Hillary in a No-Win Situation?,real
Johnson: 'I’m going to sleep well at the end of all this',real
Donna Brazile slams Trump for not apologizing for birther claims,real
Obama: “I bet when I die you’ll be happy to pee on my grave.”,fake
Trump vs. Clinton: A Fundamental Clash over How the Economy Works,real
White Guy Walled In Car By BlackLivesMatter Protesters – They See What He’s Brandishing And Scatter…,fake
Joe Biden Slams Donald Trump's Comment That Housing Crisis Was 'Good Business',real
Liberals Are Furious When Reality Star Brody Jenner Tells the Truth About Police Shootings on Twitter,real
HuffPo Just Dropped The Mic On Internet Polls Saying Trump Crushed Hillary In Last Night’s Debate,real
Conway: Trump will explain his Islamic State plan if asked,real
"The NFL Told Russell Wilson Not To Speak About His Faith, So He Did Something Fans Couldn't Believe",fake
"SICK! Muslim Refugee Beats, Urinates On Pregnant Woman After Seeing What She Has",fake
"ABC Reveals Trump Paid ""Hundreds Of Millions"" By Russian Oligarchs",fake
Joe Arpaio: Trump didn’t call Obama’s birth certificate ‘legitimate’,real
Congress MUST Act! Five Days Until Obama's Internet Giveaway,fake
"Terrorist Attacks Will Likely Affect 2016 Presidential Race, Experts Say",real
A Hillary Clinton Administration May be Entirely Run by a FIGUREHEAD – Eagle Rising,fake
Young Girl's Emotional Council Speech Laments 'Shame' of Fatal Charlotte Shooting,real
Trump hits Clinton on Islamic State: ‘It is time for change’,real
Declassified Docs Show That Obama Admin Created ISIS In 2012 To Use As A 'Tool' ⋆ US Herald,fake
Hillary Clinton on Between Two Ferns: 'I really regret doing this',real
Another Terrorist Attack in NYC…Why Are we STILL Being Politically Correct,real
"‘We Don’t Adapt To Your Culture, You Adapt To Ours’",fake
Insiders: The heat is on Hillary,real
Federal Agents Make Massive Discovery at Southern Border… ISIS Is Here,fake
Trump camp: ‘Donald Trump is guilty of answering the question asked’,real
McAuliffe hangs with Willie Nelson -- and his weed,real
Putin's Troll Army Caught Rigging Twitter To Pretend Trump Won,fake
Obama weighs in on the debate,real
CNN FURIOUS and Embarrassed After Trump Called Them Out For One Major Thing,fake
Why is it “RACIST” to Question Someone’s Birth Certificate? – Eagle Rising,fake
Clemson BANS Memes Featuring Dead Gorilla Harambe…Promotes “Rape Culture” and “Racism”,fake
Obama Just DISGRACED The U.S. By Surrendering To ISIS In Front Of Entire U.N.,fake
People Noticed Something Odd About Hillary's Outfit,fake
Trump-Clinton debates will stream on Twitter,real
"The AP, In 2004, Said Your Boy Obama Was BORN In This Particular Country",fake
Debate Commission STUNS Journalists By Siding With Trump: Fact Checking Is Out Of Bounds,real
In Defense of ‘He Said/She Said’ Journalism,real
Clinton vs. Trump: The debate before the debate,real
